"subj_idx","rt","response","rwdType","tgtPos","colPos","colMatch"
8,0.52141,1,1,1,2,1
8,0.595965,1,0,1,0,0
8,0.430885,1,0,2,0,0
8,0.53355,1,1,3,2,1
8,0.40403,1,1,2,1,1
8,0.419405,1,1,3,2,1
8,0.48016,1,1,1,3,1
8,0.58639,1,1,3,1,1
8,0.513305,1,1,1,2,1
8,0.407855,1,0,2,0,0
8,0.34425,1,1,3,2,1
8,0.404755,1,1,2,1,1
8,0.38434,1,1,3,1,1
8,0.6768,1,1,1,2,1
8,0.576395,0,1,2,1,1
8,0.373925,1,0,3,0,0
8,0.51743,1,1,3,1,1
8,0.495745,1,1,1,3,1
8,0.4991,1,1,1,2,1
8,0.47772,1,1,1,3,1
8,0.515975,1,0,2,0,0
8,0.43691,1,1,3,2,1
8,0.460585,1,0,3,0,0
8,0.4806,1,1,2,1,1
8,0.376285,1,1,1,2,1
8,0.558815,1,1,3,1,1
8,0.408215,1,0,2,0,0
8,0.493445,0,0,2,0,0
8,0.571335,1,1,3,2,1
8,0.63833,0,1,2,3,1
8,0.47952,1,0,3,0,0
8,0.46134,1,0,1,0,0
8,0.518665,1,1,2,3,1
8,0.49594,1,0,2,0,0
8,0.50093,1,1,2,1,1
8,0.46994,1,1,2,1,1
8,0.38703,1,1,3,1,1
8,0.63551,1,1,2,3,1
8,0.403545,1,1,1,3,1
8,0.549005,1,1,1,2,1
8,0.68036,1,0,1,0,0
9,1.13972,0,1,2,1,1
9,0.7699850001,1,1,1,3,1
9,0.95411,1,0,2,0,0
9,0.652,0,1,2,3,1
9,0.9410249998,1,1,1,3,1
9,0.6867450001,0,1,3,2,1
9,1.06129,1,0,3,0,0
9,1.035435,1,0,1,0,0
9,1.33697,0,1,2,3,1
9,1.05352,0,0,2,0,0
9,1.488245,0,1,1,3,1
9,0.48918,1,0,2,0,0
9,1.69941,1,1,3,2,1
9,1.261025,1,0,1,0,0
9,1.595275,1,1,1,2,1
9,1.09047,1,1,2,1,1
9,0.86112,1,0,3,0,0
9,0.44933,1,1,2,1,1
9,0.4244700002,1,1,3,1,1
9,0.8617049998,0,0,2,0,0
9,0.6159799998,1,1,3,1,1
