"subject","rewardType","tgtPosition","colorPosition","response","rt","congruence"
"38","low","3rd","1st","1",0.963435,"incongruent"
"38","high","2nd","1st","1",0.78871,"incongruent"
"38","none","3rd","none","1",0.68585,"na"
"38","high","1st","2nd","1",0.823175,"incongruent"
"38","high","3rd","2nd","1",0.806065,"incongruent"
"38","high","1st","2nd","1",0.702285,"incongruent"
"38","none","1st","none","1",1.158935,"na"
"38","high","3rd","2nd","1",0.65189,"incongruent"
"38","low","1st","3rd","1",0.72294,"incongruent"
"38","low","3rd","3rd","1",0.6541,"congruent"
"38","high","3rd","1st","1",0.71351,"incongruent"
"38","none","3rd","none","1",0.82613,"na"
"38","high","3rd","1st","1",0.835605,"incongruent"
"38","low","2nd","1st","1",0.90071,"incongruent"
"38","low","3rd","3rd","1",0.815965,"congruent"
"38","high","1st","1st","0",1.185445,"congruent"
"38","none","1st","none","1",0.943635,"na"
"38","high","2nd","2nd","1",0.6858,"congruent"
"38","none","1st","none","1",0.74489,"na"
"38","none","2nd","none","1",0.774935,"na"
"38","low","3rd","2nd","1",0.63905,"incongruent"
"38","high","2nd","3rd","1",0.863375,"incongruent"
"38","high","3rd","3rd","0",0.778795,"congruent"
"38","low","3rd","1st","1",0.65178,"incongruent"
"38","high","1st","1st","0",0.956905,"congruent"
"38","low","3rd","3rd","1",0.93992,"congruent"
"38","none","1st","none","0",0.985945,"na"
"38","high","3rd","1st","1",1.16871,"incongruent"
"38","none","3rd","none","1",0.77828,"na"
"38","low","2nd","1st","0",0.83,"incongruent"
"38","low","3rd","2nd","1",0.492925,"incongruent"
"38","none","2nd","none","1",1.058535,"na"
"38","low","2nd","3rd","1",0.86343,"incongruent"
"38","high","2nd","2nd","1",0.828885,"congruent"
"38","low","1st","3rd","1",0.73466,"incongruent"
"38","none","1st","none","1",0.95854,"na"
"38","low","2nd","2nd","1",0.92767,"congruent"
"38","high","2nd","1st","1",0.853675,"incongruent"
"38","low","1st","1st","1",0.64555,"congruent"
"38","none","3rd","none","1",0.759095,"na"
"38","low","1st","2nd","1",0.598785,"incongruent"
"38","high","3rd","1st","1",0.635195,"incongruent"
"38","none","3rd","none","1",0.76157,"na"
"38","low","3rd","1st","1",0.65038,"incongruent"
"38","low","2nd","3rd","0",0.99157,"incongruent"
"39","low","2nd","3rd","1",1.20456,"incongruent"
"39","high","3rd","2nd","1",0.90484,"incongruent"
"39","high","2nd","1st","1",1.231655,"incongruent"
"39","high","1st","3rd","1",0.75236,"incongruent"
"39","low","1st","3rd","1",0.961695,"incongruent"
"39","low","3rd","1st","1",1.36223,"incongruent"
"39","low","3rd","3rd","1",2.140585,"congruent"
"39","low","1st","2nd","1",1.21979,"incongruent"
"39","none","2nd","none","1",1.21137,"na"
"39","high","3rd","3rd","1",1.948295,"congruent"
"39","low","3rd","2nd","1",1.13372,"incongruent"
"39","low","2nd","2nd","1",1.19708,"congruent"
"39","high","2nd","2nd","1",1.337535,"congruent"
"39","low","2nd","2nd","1",1.290295,"congruent"
"39","high","3rd","1st","1",1.303075,"incongruent"
"39","low","1st","1st","1",0.910675,"congruent"
"39","low","1st","1st","1",0.85225,"congruent"
"39","none","2nd","none","1",1.26981,"na"
"39","low","1st","3rd","1",1.37372,"incongruent"
"39","high","2nd","1st","1",1.167755,"incongruent"
"39","low","1st","3rd","1",0.917795,"incongruent"
"39","low","3rd","3rd","1",0.902545,"congruent"
"39","none","2nd","none","1",1.211015,"na"
"39","none","1st","none","1",0.885635,"na"
"39","high","2nd","3rd","1",1.21152,"incongruent"
"39","low","2nd","2nd","1",1.2278,"congruent"
"39","low","3rd","1st","1",0.90099,"incongruent"
"39","high","2nd","2nd","0",1.47407,"congruent"
"39","high","3rd","2nd","1",1.265715,"incongruent"
"39","none","2nd","none","1",0.732745,"na"
"39","low","3rd","3rd","1",0.900255,"congruent"
"39","low","1st","2nd","1",1.02305,"incongruent"
"39","none","1st","none","1",1.17721,"na"
"39","high","1st","1st","1",1.005395,"congruent"
"39","high","2nd","2nd","0",1.6742,"congruent"
"39","high","3rd","3rd","1",0.916675,"congruent"
"39","low","1st","1st","1",0.91696,"congruent"
"39","low","3rd","3rd","1",0.813235,"congruent"
"39","none","2nd","none","1",1.46861,"na"
"39","high","2nd","1st","1",0.882405,"incongruent"
"39","high","3rd","2nd","1",0.78257,"incongruent"
"39","low","3rd","1st","1",0.91802,"incongruent"
"39","low","2nd","3rd","1",1.201625,"incongruent"
"39","none","3rd","none","1",0.873135,"na"
"39","none","2nd","none","1",1.07885,"na"
"39","low","1st","2nd","1",1.02762,"incongruent"
"39","high","1st","3rd","1",0.948945,"incongruent"
"39","none","3rd","none","1",0.86775,"na"
"39","none","2nd","none","1",1.171915,"na"
"39","none","3rd","none","1",0.83216,"na"
"39","high","1st","2nd","1",1.11096,"incongruent"
"39","high","1st","3rd","1",1.385335,"incongruent"
"39","low","2nd","1st","1",1.114365,"incongruent"
"39","high","3rd","2nd","1",0.74022,"incongruent"
"39","none","1st","none","1",2.02313,"na"
"39","none","2nd","none","1",0.65397,"na"
"39","low","1st","1st","1",0.866085,"congruent"
"39","low","1st","3rd","1",1.01182,"incongruent"
"39","none","3rd","none","1",0.80158,"na"
"39","none","3rd","none","1",0.62893,"na"
"39","low","3rd","1st","1",0.66307,"incongruent"
"39","high","1st","2nd","1",0.72972,"incongruent"
"39","high","2nd","3rd","1",0.91212,"incongruent"
"39","high","3rd","1st","1",0.733775,"incongruent"
"39","high","1st","1st","1",0.85455,"congruent"
"39","low","3rd","1st","1",0.76391,"incongruent"
"39","high","2nd","3rd","1",0.69767,"incongruent"
"39","high","1st","3rd","1",0.81215,"incongruent"
"39","low","3rd","2nd","1",0.569675,"incongruent"
"39","none","1st","none","1",0.603085,"na"
"39","high","1st","1st","1",0.68432,"congruent"
"39","high","3rd","2nd","1",0.52922,"incongruent"
"39","high","1st","2nd","0",0.595625,"incongruent"
"39","low","1st","2nd","1",1.03212,"incongruent"
"39","high","1st","2nd","1",0.68779,"incongruent"
"39","low","2nd","1st","1",0.69845,"incongruent"
"39","none","3rd","none","1",0.575445,"na"
"39","low","1st","1st","1",0.84279,"congruent"
"39","high","3rd","3rd","1",0.66176,"congruent"
"39","high","2nd","3rd","1",0.783845,"incongruent"
"39","high","3rd","3rd","1",0.5882,"congruent"
"39","low","3rd","2nd","1",0.494855,"incongruent"
"39","low","2nd","3rd","1",0.60549,"incongruent"
"39","low","1st","2nd","1",0.716765,"incongruent"
"39","high","2nd","1st","1",0.82291,"incongruent"
"39","high","2nd","3rd","1",0.555205,"incongruent"
"39","none","1st","none","1",0.83448,"na"
"39","none","1st","none","1",0.561735,"na"
"39","high","2nd","2nd","1",0.611375,"congruent"
"39","none","1st","none","1",0.831765,"na"
"39","none","3rd","none","1",0.579815,"na"
"39","low","2nd","2nd","0",0.71411,"congruent"
"39","high","3rd","1st","1",0.55288,"incongruent"
"39","none","3rd","none","1",0.94609,"na"
"39","low","3rd","3rd","1",0.557635,"congruent"
"39","high","3rd","1st","1",0.70294,"incongruent"
"39","high","3rd","3rd","1",0.527995,"congruent"
"39","none","2nd","none","1",0.664785,"na"
"39","none","3rd","none","1",0.49535,"na"
"39","none","2nd","none","0",1.261305,"na"
"39","none","1st","none","1",0.90593,"na"
"39","low","2nd","2nd","1",0.57324,"congruent"
"39","none","3rd","none","1",0.529305,"na"
"39","high","1st","1st","1",0.93956,"congruent"
"39","low","1st","3rd","1",0.798545,"incongruent"
"39","high","2nd","2nd","1",0.740925,"congruent"
"39","low","2nd","1st","1",0.691995,"incongruent"
"39","none","1st","none","1",0.68217,"na"
"39","low","2nd","1st","1",1.00768,"incongruent"
"39","high","1st","2nd","1",0.650475,"incongruent"
"39","low","2nd","1st","1",0.7026,"incongruent"
"39","low","2nd","3rd","1",0.81132,"incongruent"
"39","high","1st","1st","1",0.974365,"congruent"
"39","high","3rd","1st","1",0.5687,"incongruent"
"39","high","1st","3rd","1",0.656195,"incongruent"
"39","low","3rd","2nd","1",0.637935,"incongruent"
"39","low","2nd","3rd","1",0.722105,"incongruent"
"39","none","1st","none","1",1.02452,"na"
"39","low","3rd","2nd","1",0.69226,"incongruent"
"39","high","2nd","1st","0",0.918675,"incongruent"
"40","high","3rd","3rd","0",0.48728,"congruent"
"40","none","1st","none","0",0.95236,"na"
"40","high","3rd","3rd","0",0.59786,"congruent"
"40","low","2nd","1st","0",0.600525,"incongruent"
"40","high","3rd","2nd","0",0.618975,"incongruent"
"40","low","3rd","1st","1",0.49602,"incongruent"
"40","low","3rd","2nd","0",0.621635,"incongruent"
"40","high","1st","3rd","0",0.671865,"incongruent"
"40","high","2nd","3rd","1",0.61745,"incongruent"
"40","high","3rd","1st","1",0.58879,"incongruent"
"40","high","2nd","1st","1",0.529535,"incongruent"
"40","low","1st","1st","0",0.56753,"congruent"
"40","low","1st","3rd","1",0.52297,"incongruent"
"40","high","3rd","3rd","1",0.78776,"congruent"
"40","high","2nd","2nd","1",0.705705,"congruent"
"40","none","1st","none","1",0.56013,"na"
"40","high","1st","1st","0",0.57587,"congruent"
"40","low","3rd","1st","1",0.65716,"incongruent"
"40","none","3rd","none","1",0.790675,"na"
"40","high","1st","1st","1",0.443135,"congruent"
"40","high","2nd","3rd","0",0.611645,"incongruent"
"40","none","3rd","none","1",0.402645,"na"
"40","low","1st","1st","1",0.466975,"congruent"
"40","high","1st","1st","1",0.603115,"congruent"
"40","low","2nd","1st","0",0.834865,"incongruent"
"40","none","2nd","none","1",1.11423,"na"
"40","high","2nd","2nd","1",0.87013,"congruent"
"40","low","2nd","3rd","1",0.78136,"incongruent"
"40","none","3rd","none","1",1.021015,"na"
"40","high","3rd","2nd","1",0.83683,"incongruent"
"40","high","3rd","2nd","0",1.14481,"incongruent"
"40","none","3rd","none","1",0.514825,"na"
"40","none","3rd","none","1",0.975945,"na"
"40","high","3rd","1st","1",0.81851,"incongruent"
"40","low","2nd","3rd","1",0.689875,"incongruent"
"40","low","1st","1st","1",0.595275,"congruent"
"40","none","2nd","none","1",0.593215,"na"
"40","high","2nd","2nd","1",0.840795,"congruent"
"40","none","2nd","none","0",0.7808,"na"
"40","low","3rd","3rd","1",0.709665,"congruent"
"40","none","3rd","none","1",1.05011,"na"
"40","high","3rd","2nd","1",1.03258,"incongruent"
"40","low","3rd","2nd","1",1.084945,"incongruent"
"40","low","1st","3rd","1",1.01306,"incongruent"
"40","high","3rd","2nd","1",1.07966,"incongruent"
"40","low","2nd","1st","0",0.97071,"incongruent"
"40","none","1st","none","1",0.842115,"na"
"40","none","1st","none","1",0.994595,"na"
"40","low","1st","2nd","1",0.88671,"incongruent"
"40","high","1st","2nd","1",0.75216,"incongruent"
"40","low","3rd","3rd","1",1.01901,"congruent"
"40","high","2nd","3rd","1",1.249695,"incongruent"
"40","none","1st","none","1",1.146715,"na"
"40","low","2nd","2nd","1",0.99325,"congruent"
"40","low","1st","3rd","1",0.887735,"incongruent"
"40","none","1st","none","1",1.11052,"na"
"40","high","1st","3rd","1",1.03657,"incongruent"
"40","none","2nd","none","1",0.92374,"na"
"40","high","1st","3rd","1",0.83477,"incongruent"
"40","high","2nd","1st","1",0.75039,"incongruent"
"40","low","2nd","3rd","1",1.061515,"incongruent"
"40","high","2nd","2nd","0",1.057055,"congruent"
"40","high","3rd","1st","1",1.21769,"incongruent"
"40","low","2nd","2nd","1",1.076375,"congruent"
"40","none","1st","none","0",0.871165,"na"
"40","low","2nd","2nd","0",1.53555,"congruent"
"40","none","1st","none","0",1.15182,"na"
"40","low","2nd","3rd","1",1.027625,"incongruent"
"40","low","1st","3rd","1",1.372595,"incongruent"
"40","low","3rd","2nd","1",1.093665,"incongruent"
"40","none","2nd","none","1",0.95045,"na"
"40","low","1st","2nd","1",0.97195,"incongruent"
"40","none","3rd","none","1",1.12627,"na"
"40","high","3rd","1st","1",0.92989,"incongruent"
"40","high","3rd","3rd","1",1.11057,"congruent"
"40","low","3rd","1st","1",0.734405,"incongruent"
"40","low","2nd","1st","1",0.887895,"incongruent"
"40","low","3rd","2nd","1",1.05712,"incongruent"
"40","none","3rd","none","1",0.961225,"na"
"40","high","2nd","2nd","1",0.956855,"congruent"
"40","none","2nd","none","1",0.973725,"na"
"40","none","2nd","none","1",1.185685,"na"
"40","high","1st","2nd","1",0.947855,"incongruent"
"40","high","3rd","3rd","1",0.969905,"congruent"
"40","low","3rd","3rd","0",1.10549,"congruent"
"40","high","2nd","1st","1",1.097175,"incongruent"
"40","none","2nd","none","0",1.083325,"na"
"40","high","1st","1st","1",1.52273,"congruent"
"40","high","2nd","1st","0",0.92469,"incongruent"
"40","low","3rd","2nd","1",1.20023,"incongruent"
"40","high","1st","1st","1",1.178835,"congruent"
"40","none","2nd","none","1",1.046925,"na"
"40","none","1st","none","1",0.949525,"na"
"40","low","3rd","1st","1",0.810705,"incongruent"
"40","low","1st","2nd","1",0.681465,"incongruent"
"40","low","2nd","3rd","1",1.123205,"incongruent"
"40","low","1st","1st","1",0.78935,"congruent"
"40","high","1st","3rd","1",0.857325,"incongruent"
"40","none","3rd","none","1",0.63514,"na"
"40","high","3rd","1st","1",1.18037,"incongruent"
"40","low","1st","2nd","1",1.306425,"incongruent"
"40","low","2nd","2nd","0",0.893325,"congruent"
"40","none","1st","none","1",0.88043,"na"
"40","none","2nd","none","1",0.997805,"na"
"40","none","3rd","none","1",0.720615,"na"
"40","high","1st","2nd","1",1.22371,"incongruent"
"40","high","2nd","3rd","1",0.702845,"incongruent"
"40","high","2nd","3rd","1",0.73493,"incongruent"
"40","low","3rd","1st","0",0.825285,"incongruent"
"40","high","1st","3rd","1",0.8656,"incongruent"
"40","low","1st","1st","1",0.79684,"congruent"
"40","low","3rd","3rd","1",1.3481,"congruent"
"40","high","2nd","1st","1",0.815025,"incongruent"
"40","high","1st","2nd","1",0.62488,"incongruent"
"40","low","1st","3rd","1",0.853055,"incongruent"
"40","low","1st","2nd","1",0.890075,"incongruent"
"40","low","2nd","2nd","1",1.291445,"congruent"
"40","high","1st","2nd","1",0.788715,"incongruent"
"40","low","3rd","3rd","1",0.84319,"congruent"
"41","high","2nd","2nd","1",1.065,"congruent"
"41","high","3rd","2nd","0",0.662,"incongruent"
"41","none","2nd","none","0",0.85,"na"
"41","high","3rd","1st","0",0.611,"incongruent"
"41","high","3rd","2nd","1",0.846,"incongruent"
"41","none","2nd","none","0",0.661,"na"
"41","low","3rd","2nd","1",0.56,"incongruent"
"41","none","2nd","none","0",0.509,"na"
"41","high","2nd","2nd","0",0.568,"congruent"
"41","high","1st","1st","1",0.58,"congruent"
"41","low","2nd","2nd","0",0.631,"congruent"
"41","low","3rd","3rd","1",0.621,"congruent"
"41","low","1st","1st","0",0.53,"congruent"
"41","high","2nd","3rd","1",0.775,"incongruent"
"41","none","2nd","none","0",0.694,"na"
"41","low","3rd","1st","1",0.817,"incongruent"
"41","low","2nd","3rd","0",0.664,"incongruent"
"41","none","1st","none","1",0.742,"na"
"41","none","3rd","none","1",0.553,"na"
"41","high","3rd","1st","1",0.584,"incongruent"
"41","low","1st","1st","1",0.52,"congruent"
"41","none","3rd","none","0",0.454,"na"
"41","high","2nd","1st","0",0.732,"incongruent"
"41","none","3rd","none","0",0.811,"na"
"41","none","1st","none","0",0.491,"na"
"41","low","1st","3rd","0",0.626,"incongruent"
"41","low","3rd","2nd","1",0.701,"incongruent"
"41","low","3rd","1st","1",0.498,"incongruent"
"41","high","2nd","2nd","0",0.528,"congruent"
"41","high","2nd","2nd","0",0.51,"congruent"
"41","none","1st","none","0",0.563,"na"
"41","high","1st","1st","1",0.696,"congruent"
"41","low","2nd","3rd","1",0.677,"incongruent"
"41","low","2nd","1st","0",0.522,"incongruent"
"41","high","2nd","3rd","0",0.776,"incongruent"
"41","low","2nd","2nd","0",0.554,"congruent"
"41","low","2nd","2nd","0",0.95,"congruent"
"41","high","3rd","1st","0",0.574,"incongruent"
"41","high","1st","1st","0",0.534,"congruent"
"41","high","1st","3rd","1",0.506,"incongruent"
"41","none","2nd","none","1",0.573,"na"
"41","high","2nd","1st","0",0.45,"incongruent"
"41","none","3rd","none","0",0.478,"na"
"41","low","3rd","3rd","0",0.516,"congruent"
"41","low","2nd","1st","0",0.492,"incongruent"
"41","high","1st","2nd","1",0.631,"incongruent"
"41","none","3rd","none","1",0.626,"na"
"41","none","1st","none","0",0.559,"na"
"41","none","3rd","none","0",0.549,"na"
"41","none","3rd","none","0",0.599,"na"
"41","high","2nd","1st","0",0.645,"incongruent"
"41","low","3rd","1st","0",0.556,"incongruent"
"41","low","1st","2nd","0",0.627,"incongruent"
"41","low","1st","2nd","1",0.545,"incongruent"
"41","high","3rd","1st","0",0.453,"incongruent"
"41","none","1st","none","1",0.867,"na"
"41","none","2nd","none","0",0.573,"na"
"41","high","3rd","3rd","1",0.681,"congruent"
"41","low","1st","3rd","0",0.541,"incongruent"
"41","none","2nd","none","1",0.597,"na"
"41","high","3rd","2nd","1",0.622,"incongruent"
"41","low","1st","1st","1",0.552,"congruent"
"41","high","1st","2nd","1",0.495,"incongruent"
"41","high","3rd","3rd","1",0.627,"congruent"
"41","low","3rd","3rd","1",0.684,"congruent"
"41","high","1st","3rd","1",0.659,"incongruent"
"41","low","2nd","1st","1",0.52,"incongruent"
"41","none","1st","none","1",0.6,"na"
"41","low","1st","3rd","1",0.604,"incongruent"
"41","low","3rd","2nd","1",0.621,"incongruent"
"41","high","1st","3rd","1",0.602,"incongruent"
"41","high","2nd","3rd","0",0.565,"incongruent"
"41","none","1st","none","1",0.468,"na"
"41","low","1st","1st","0",0.655,"congruent"
"41","high","3rd","1st","0",1.51,"incongruent"
"41","high","2nd","3rd","0",0.554,"incongruent"
"41","none","1st","none","1",0.741,"na"
"41","low","2nd","1st","0",0.749,"incongruent"
"41","high","3rd","3rd","1",0.447,"congruent"
"41","high","1st","1st","1",0.584,"congruent"
"41","high","1st","2nd","1",0.578,"incongruent"
"41","low","2nd","3rd","1",0.706,"incongruent"
"41","none","1st","none","1",0.59,"na"
"41","low","1st","2nd","0",0.638,"incongruent"
"41","high","2nd","1st","0",0.469,"incongruent"
"41","none","3rd","none","1",0.517,"na"
"41","high","1st","1st","1",0.742,"congruent"
"41","low","3rd","1st","0",0.454,"incongruent"
"41","low","3rd","3rd","1",0.463,"congruent"
"41","low","1st","1st","0",0.577,"congruent"
"41","high","3rd","3rd","1",0.528,"congruent"
"41","high","3rd","2nd","0",0.563,"incongruent"
"41","none","2nd","none","0",0.607,"na"
"41","low","1st","2nd","0",0.42,"incongruent"
"41","high","1st","2nd","0",0.444,"incongruent"
"41","high","2nd","3rd","0",0.49,"incongruent"
"41","high","1st","3rd","1",0.65,"incongruent"
"41","low","2nd","1st","1",0.62,"incongruent"
"41","none","2nd","none","1",0.826,"na"
"41","low","3rd","3rd","1",0.529,"congruent"
"41","low","2nd","3rd","0",0.405,"incongruent"
"41","none","1st","none","0",0.41,"na"
"41","high","1st","3rd","1",0.662,"incongruent"
"41","none","2nd","none","0",0.469,"na"
"41","low","2nd","2nd","0",0.513,"congruent"
"41","low","3rd","2nd","0",0.491,"incongruent"
"41","high","2nd","2nd","0",0.534,"congruent"
"41","low","3rd","2nd","1",0.473,"incongruent"
"41","high","3rd","2nd","1",0.555,"incongruent"
"41","low","3rd","1st","0",0.536,"incongruent"
"41","high","2nd","1st","1",0.623,"incongruent"
"41","low","1st","2nd","1",0.671,"incongruent"
"41","none","3rd","none","1",0.48,"na"
"41","high","3rd","3rd","1",0.515,"congruent"
"41","low","1st","3rd","0",0.619,"incongruent"
"41","high","1st","2nd","0",0.647,"incongruent"
"41","low","2nd","2nd","1",0.521,"congruent"
"41","low","1st","3rd","0",0.685,"incongruent"
"41","none","3rd","none","1",0.699,"na"
"41","low","2nd","3rd","0",0.608,"incongruent"
"42","low","3rd","2nd","1",1.37114,"incongruent"
"42","low","2nd","1st","1",1.078825,"incongruent"
"42","high","3rd","3rd","1",0.511955,"congruent"
"42","high","1st","2nd","0",1.062845,"incongruent"
"42","none","3rd","none","1",0.935365,"na"
"42","none","1st","none","0",1.58645,"na"
"42","none","1st","none","1",0.66205,"na"
"42","high","1st","2nd","1",0.76413,"incongruent"
"42","high","1st","3rd","0",0.98591,"incongruent"
"42","none","3rd","none","1",0.73805,"na"
"42","none","1st","none","1",0.423805,"na"
"42","high","2nd","2nd","0",1.39747,"congruent"
"42","none","3rd","none","1",0.387285,"na"
"42","low","3rd","3rd","1",0.42248,"congruent"
"42","high","2nd","3rd","1",0.651945,"incongruent"
"42","high","3rd","1st","1",0.42105,"incongruent"
"42","high","2nd","1st","1",0.778865,"incongruent"
"42","none","1st","none","0",0.638625,"na"
"42","low","2nd","3rd","1",0.538065,"incongruent"
"42","low","1st","1st","0",0.60059,"congruent"
"42","high","3rd","2nd","1",0.396945,"incongruent"
"42","none","1st","none","1",0.755915,"na"
"42","high","3rd","2nd","1",0.996485,"incongruent"
"42","low","3rd","3rd","1",0.418885,"congruent"
"42","high","2nd","3rd","0",1.009645,"incongruent"
"42","none","2nd","none","1",0.61849,"na"
"42","high","1st","2nd","1",0.80158,"incongruent"
"42","low","2nd","3rd","0",0.861605,"incongruent"
"42","high","1st","2nd","1",0.656565,"incongruent"
"42","high","3rd","1st","1",0.36528,"incongruent"
"42","none","2nd","none","1",0.65884,"na"
"42","low","3rd","1st","1",0.374425,"incongruent"
"42","none","2nd","none","1",0.700285,"na"
"42","high","1st","3rd","0",1.142355,"incongruent"
"42","none","1st","none","0",1.21872,"na"
"42","low","3rd","2nd","1",0.51595,"incongruent"
"42","low","1st","3rd","0",0.93674,"incongruent"
"42","none","3rd","none","1",0.37819,"na"
"42","low","2nd","2nd","0",0.724135,"congruent"
"42","low","2nd","3rd","1",1.006495,"incongruent"
"42","low","3rd","3rd","1",0.668415,"congruent"
"42","high","3rd","3rd","1",0.659775,"congruent"
"42","low","1st","3rd","1",0.61444,"incongruent"
"42","none","2nd","none","1",0.621025,"na"
"42","low","3rd","3rd","1",0.436225,"congruent"
"42","none","2nd","none","1",0.664205,"na"
"42","none","2nd","none","1",0.764055,"na"
"42","high","1st","1st","1",0.609495,"congruent"
"42","none","3rd","none","1",0.438895,"na"
"42","high","1st","1st","0",0.53461,"congruent"
"42","low","1st","1st","1",0.794655,"congruent"
"42","high","1st","1st","0",0.88713,"congruent"
"42","none","3rd","none","1",0.691855,"na"
"42","low","3rd","2nd","1",0.404395,"incongruent"
"42","none","2nd","none","1",1.467275,"na"
"42","low","1st","1st","1",0.99528,"congruent"
"42","high","1st","3rd","0",0.994995,"incongruent"
"42","high","1st","1st","1",0.553525,"congruent"
"42","low","3rd","3rd","1",0.43657,"congruent"
"42","high","3rd","1st","0",0.51175,"incongruent"
"42","low","2nd","3rd","1",0.66983,"incongruent"
"42","low","3rd","2nd","1",0.477685,"incongruent"
"42","low","2nd","1st","1",0.710675,"incongruent"
"42","none","2nd","none","1",0.4793,"na"
"42","high","3rd","1st","1",0.421285,"incongruent"
"42","none","1st","none","1",0.447725,"na"
"42","none","2nd","none","1",0.42958,"na"
"42","low","1st","3rd","0",0.69153,"incongruent"
"42","high","3rd","3rd","1",0.37015,"congruent"
"42","low","1st","2nd","1",0.582865,"incongruent"
"42","high","2nd","1st","1",0.592205,"incongruent"
"42","low","1st","2nd","1",0.548775,"incongruent"
"42","low","1st","2nd","1",0.57969,"incongruent"
"42","none","1st","none","1",0.58603,"na"
"42","high","2nd","3rd","1",0.753415,"incongruent"
"42","high","2nd","1st","1",1.07338,"incongruent"
"42","low","1st","2nd","0",1.16579,"incongruent"
"42","high","3rd","1st","1",0.41581,"incongruent"
"42","low","3rd","1st","1",0.37545,"incongruent"
"42","high","2nd","2nd","1",0.61004,"congruent"
"42","low","2nd","2nd","1",0.59655,"congruent"
"42","low","3rd","1st","1",0.586605,"incongruent"
"42","low","2nd","2nd","1",0.482615,"congruent"
"42","low","1st","3rd","1",0.588275,"incongruent"
"42","low","3rd","2nd","1",0.46769,"incongruent"
"42","high","1st","1st","1",0.584195,"congruent"
"42","high","2nd","1st","1",0.479865,"incongruent"
"42","high","3rd","2nd","1",0.559365,"incongruent"
"42","high","2nd","3rd","1",0.55297,"incongruent"
"42","high","2nd","3rd","1",0.53402,"incongruent"
"42","none","3rd","none","1",0.393685,"na"
"42","high","2nd","2nd","1",0.79684,"congruent"
"42","none","1st","none","1",0.879235,"na"
"42","low","2nd","3rd","1",0.643545,"incongruent"
"42","high","1st","2nd","1",0.38089,"incongruent"
"42","high","3rd","2nd","1",0.862085,"incongruent"
"42","low","2nd","1st","1",0.66273,"incongruent"
"42","low","1st","2nd","1",0.883715,"incongruent"
"42","high","2nd","2nd","1",0.88623,"congruent"
"42","low","2nd","2nd","1",0.79832,"congruent"
"42","low","3rd","1st","1",0.442515,"incongruent"
"42","high","1st","3rd","1",0.57894,"incongruent"
"42","high","2nd","2nd","1",0.808375,"congruent"
"42","low","2nd","1st","0",1.8019,"incongruent"
"42","low","1st","1st","1",0.75175,"congruent"
"42","low","1st","1st","0",0.959475,"congruent"
"42","high","2nd","1st","1",1.553855,"incongruent"
"42","none","3rd","none","1",0.51339,"na"
"42","high","1st","3rd","0",0.84557,"incongruent"
"42","none","2nd","none","0",0.821115,"na"
"42","low","2nd","1st","1",0.637535,"incongruent"
"42","none","3rd","none","1",0.42918,"na"
"42","none","3rd","none","1",0.61172,"na"
"42","high","3rd","2nd","1",0.629615,"incongruent"
"42","low","2nd","2nd","0",0.47506,"congruent"
"42","low","3rd","1st","1",0.402565,"incongruent"
"42","none","1st","none","1",0.905685,"na"
"42","high","3rd","3rd","1",0.49137,"congruent"
"42","low","1st","3rd","1",0.602775,"incongruent"
"43","low","1st","1st","0",0.774,"congruent"
"43","high","2nd","1st","0",0.762,"incongruent"
"43","none","3rd","none","1",0.977,"na"
"43","none","2nd","none","1",0.933,"na"
"43","low","2nd","1st","0",1.032,"incongruent"
"43","none","3rd","none","0",0.93,"na"
"43","low","3rd","2nd","1",1.203,"incongruent"
"43","none","2nd","none","1",0.984,"na"
"43","none","1st","none","0",0.886,"na"
"43","low","2nd","1st","0",0.9,"incongruent"
"43","none","1st","none","1",1.163,"na"
"43","low","3rd","3rd","1",1.059,"congruent"
"43","high","2nd","2nd","0",0.851,"congruent"
"43","low","2nd","3rd","1",1.329,"incongruent"
"43","low","3rd","1st","0",0.752,"incongruent"
"43","high","3rd","2nd","0",0.842,"incongruent"
"43","low","2nd","1st","1",0.997,"incongruent"
"43","high","2nd","2nd","1",1.413,"congruent"
"43","low","1st","2nd","1",1.492,"incongruent"
"43","high","2nd","3rd","1",1.252,"incongruent"
"43","low","3rd","1st","1",1.254,"incongruent"
"43","low","3rd","3rd","1",1.117,"congruent"
"43","none","2nd","none","1",1.211,"na"
"43","high","3rd","3rd","1",1.058,"congruent"
"43","high","1st","3rd","0",1.433,"incongruent"
"43","high","3rd","1st","1",1.484,"incongruent"
"43","high","1st","1st","1",1.168,"congruent"
"43","none","3rd","none","1",1.31,"na"
"43","low","3rd","1st","0",1.336,"incongruent"
"43","low","3rd","3rd","1",1.078,"congruent"
"43","high","2nd","3rd","1",1.48,"incongruent"
"43","high","2nd","2nd","1",1.418,"congruent"
"43","low","1st","1st","1",1.556,"congruent"
"43","high","2nd","1st","1",1.484,"incongruent"
"43","low","2nd","3rd","1",1.262,"incongruent"
"43","low","2nd","2nd","1",1.479,"congruent"
"43","low","1st","3rd","1",1.055,"incongruent"
"43","high","2nd","2nd","1",1.331,"congruent"
"43","low","1st","2nd","1",1.675,"incongruent"
"43","low","3rd","2nd","1",1.3,"incongruent"
"43","high","3rd","3rd","1",1.389,"congruent"
"43","none","3rd","none","1",1.542,"na"
"43","low","3rd","3rd","1",1.29,"congruent"
"43","none","2nd","none","1",1.464,"na"
